fire_exposure_id,기상셀ID,기준시각,year,month,hour,date,climate_type,raw_event_n,fire_ids,match_key,base_pool_n,canadian_pool_n,matched_control_n,min_abs_date_diff_days,median_abs_date_diff_days,max_abs_date_diff_days,min_abs_time_diff_hours,median_abs_time_diff_hours,max_abs_time_diff_hours,full_5_matched,match_status
FE_00674,YS_0020,2021-02-15 10:00:00,2021,2,10,2021-02-15,고지·산간형,1,F_010150,YS_0020|2021|2|10,19,19,5,5,9.0,10,120.0,216.0,240.0,True,full_5
FE_00675,YS_0020,2021-03-09 14:00:00,2021,3,14,2021-03-09,고지·산간형,1,F_011162,YS_0020|2021|3|14,26,26,5,6,7.0,10,144.0,168.0,240.0,True,full_5
FE_00676,YS_0020,2021-04-02 15:00:00,2021,4,15,2021-04-02,고지·산간형,2,F_010437;F_010439,YS_0020|2021|4|15,22,22,5,7,12.0,27,168.0,288.0,648.0,True,full_5
FE_00677,YS_0020,2021-04-19 09:00:00,2021,4,9,2021-04-19,고지·산간형,1,F_010529,YS_0020|2021|4|9,21,21,5,6,10.0,14,144.0,240.0,336.0,True,full_5
FE_00678,YS_0021,2020-01-24 17:00:00,2020,1,17,2020-01-24,고지·산간형,1,F_010714,YS_0021|2020|1|17,26,26,5,3,6.0,19,72.0,144.0,456.0,True,full_5
FE_00679,YS_0021,2020-04-10 11:00:00,2020,4,11,2020-04-10,고지·산간형,1,F_007745,YS_0021|2020|4|11,25,25,5,7,8.0,15,168.0,192.0,360.0,True,full_5
FE_00680,YS_0021,2020-04-10 12:00:00,2020,4,12,2020-04-10,고지·산간형,1,F_007747,YS_0021|2020|4|12,25,25,5,3,5.0,15,72.0,120.0,360.0,True,full_5
FE_00681,YS_0021,2020-05-16 15:00:00,2020,5,15,2020-05-16,고지·산간형,1,F_010939,YS_0021|2020|5|15,26,26,5,3,10.0,11,72.0,240.0,264.0,True,full_5
FE_00682,YS_0021,2020-10-20 15:00:00,2020,10,15,2020-10-20,고지·산간형,1,F_008109,YS_0021|2020|10|15,19,19,5,3,13.0,18,72.0,312.0,432.0,True,full_5
FE_00683,YS_0021,2020-10-24 14:00:00,2020,10,14,2020-10-24,고지·산간형,1,F_011017,YS_0021|2020|10|14,19,19,5,8,13.0,21,192.0,312.0,504.0,True,full_5
FE_00684,YS_0021,2020-10-30 14:00:00,2020,10,14,2020-10-30,고지·산간형,1,F_008592,YS_0021|2020|10|14,19,19,5,16,25.0,28,384.0,600.0,672.0,True,full_5
FE_00685,YS_0021,2021-01-17 14:00:00,2021,1,14,2021-01-17,고지·산간형,1,F_008749,YS_0021|2021|1|14,26,26,5,8,13.0,16,192.0,312.0,384.0,True,full_5
FE_00686,YS_0021,2021-02-07 13:00:00,2021,2,13,2021-02-07,고지·산간형,1,F_010057,YS_0021|2021|2|13,23,23,5,3,8.0,13,72.0,192.0,312.0,True,full_5
FE_00687,YS_0021,2021-03-14 13:00:00,2021,3,13,2021-03-14,고지·산간형,1,F_010350,YS_0021|2021|3|13,26,26,5,6,10.0,16,144.0,240.0,384.0,True,full_5
FE_00688,YS_0022,2020-03-08 18:00:00,2020,3,18,2020-03-08,영서 내륙형,1,F_010770,YS_0022|2020|3|18,22,22,5,4,6.0,20,96.0,144.0,480.0,True,full_5
FE_00689,YS_0022,2020-03-21 15:00:00,2020,3,15,2020-03-21,영서 내륙형,1,F_007692,YS_0022|2020|3|15,22,22,5,6,10.0,20,144.0,240.0,480.0,True,full_5
FE_00690,YS_0022,2020-04-02 19:00:00,2020,4,19,2020-04-02,영서 내륙형,1,F_007711,YS_0022|2020|4|19,22,22,5,3,15.0,28,72.0,360.0,672.0,True,full_5
FE_00691,YS_0022,2020-04-11 14:00:00,2020,4,14,2020-04-11,영서 내륙형,1,F_007749,YS_0022|2020|4|14,21,21,5,3,9.0,19,72.0,216.0,456.0,True,full_5
FE_00692,YS_0022,2021-01-12 11:00:00,2021,1,11,2021-01-12,영서 내륙형,1,F_008742,YS_0022|2021|1|11,20,20,5,4,8.0,10,96.0,192.0,240.0,True,full_5
FE_00693,YS_0022,2021-01-24 16:00:00,2021,1,16,2021-01-24,영서 내륙형,2,F_008756;F_011110,YS_0022|2021|1|16,20,20,5,5,18.0,23,120.0,432.0,552.0,True,full_5
FE_00694,YS_0022,2021-02-01 10:00:00,2021,2,10,2021-02-01,영서 내륙형,1,F_009109,YS_0022|2021|2|10,16,16,5,19,24.0,27,456.0,576.0,648.0,True,full_5
FE_00695,YS_0022,2021-02-02 11:00:00,2021,2,11,2021-02-02,영서 내륙형,1,F_009340,YS_0022|2021|2|11,17,17,5,19,22.0,26,456.0,528.0,624.0,True,full_5
FE_00696,YS_0022,2021-02-03 10:00:00,2021,2,10,2021-02-03,영서 내륙형,4,F_009511;F_009649;F_009737;F_009833,YS_0022|2021|2|10,16,16,5,4,13.0,23,96.0,312.0,552.0,True,full_5
FE_00697,YS_0022,2021-02-10 14:00:00,2021,2,14,2021-02-10,영서 내륙형,1,F_010084,YS_0022|2021|2|14,16,16,5,3,14.0,17,72.0,336.0,408.0,True,full_5
FE_00698,YS_0022,2021-02-13 15:00:00,2021,2,15,2021-02-13,영서 내륙형,1,F_010125,YS_0022|2021|2|15,16,16,5,3,9.0,13,72.0,216.0,312.0,True,full_5
FE_00699,YS_0022,2021-04-27 12:00:00,2021,4,12,2021-04-27,영서 내륙형,1,F_010588,YS_0022|2021|4|12,25,25,5,7,10.0,19,168.0,240.0,456.0,True,full_5
FE_00700,YS_0022,2021-04-27 13:00:00,2021,4,13,2021-04-27,영서 내륙형,1,F_010582,YS_0022|2021|4|13,25,25,5,3,15.0,25,72.0,360.0,600.0,True,full_5
FE_00701,YS_0022,2021-05-02 17:00:00,2021,5,17,2021-05-02,영서 내륙형,1,F_010610,YS_0022|2021|5|17,27,27,5,4,19.0,29,96.0,456.0,696.0,True,full_5
FE_00702,YS_0022,2021-05-02 18:00:00,2021,5,18,2021-05-02,영서 내륙형,1,F_010611,YS_0022|2021|5|18,27,27,5,3,5.0,29,72.0,120.0,696.0,True,full_5
FE_00703,YS_0023,2020-01-23 12:00:00,2020,1,12,2020-01-23,영서 내륙형,1,F_007630,YS_0023|2020|1|12,26,26,5,3,6.0,20,72.0,144.0,480.0,True,full_5
FE_00704,YS_0023,2020-02-02 23:00:00,2020,2,23,2020-02-02,영서 내륙형,1,F_010731,YS_0023|2020|2|23,25,25,5,4,12.0,26,96.0,288.0,624.0,True,full_5
FE_00705,YS_0023,2020-04-04 05:00:00,2020,4,5,2020-04-04,영서 내륙형,1,F_007717,YS_0023|2020|4|5,19,19,5,5,13.0,23,120.0,312.0,552.0,True,full_5
FE_00706,YS_0023,2020-04-11 14:00:00,2020,4,14,2020-04-11,영서 내륙형,1,F_007750,YS_0023|2020|4|14,18,18,5,3,6.0,15,72.0,144.0,360.0,True,full_5
FE_00707,YS_0023,2020-04-30 14:00:00,2020,4,14,2020-04-30,영서 내륙형,1,F_007780,YS_0023|2020|4|14,18,18,5,4,15.0,24,96.0,360.0,576.0,True,full_5
FE_00708,YS_0023,2020-06-13 16:00:00,2020,6,16,2020-06-13,영서 내륙형,1,F_010965,YS_0023|2020|6|16,25,25,5,4,9.0,15,96.0,216.0,360.0,True,full_5
FE_00709,YS_0023,2020-10-20 13:00:00,2020,10,13,2020-10-20,영서 내륙형,2,F_008131;F_008164,YS_0023|2020|10|13,26,26,5,3,5.0,11,72.0,120.0,264.0,True,full_5
FE_00710,YS_0023,2020-12-01 21:00:00,2020,12,21,2020-12-01,영서 내륙형,1,F_008618,YS_0023|2020|12|21,28,28,5,6,11.0,22,144.0,264.0,528.0,True,full_5
FE_00711,YS_0023,2021-01-29 10:00:00,2021,1,10,2021-01-29,영서 내륙형,1,F_008849,YS_0023|2021|1|10,26,26,5,3,10.0,28,72.0,240.0,672.0,True,full_5
FE_00712,YS_0023,2021-02-01 11:00:00,2021,2,11,2021-02-01,영서 내륙형,1,F_009281,YS_0023|2021|2|11,21,21,5,7,21.0,27,168.0,504.0,648.0,True,full_5
FE_00713,YS_0023,2021-02-03 09:00:00,2021,2,9,2021-02-03,영서 내륙형,1,F_009592,YS_0023|2021|2|9,21,21,5,8,14.0,25,192.0,336.0,600.0,True,full_5
FE_00714,YS_0023,2021-02-03 10:00:00,2021,2,10,2021-02-03,영서 내륙형,27,F_009510;F_009513;F_009541;F_009542;F_009550;F_009554;F_009599;F_009602;F_009606;F_009609;F_009616;F_009626;F_009645;F_009681;F_009684;F_009686;F_009711;F_009718;F_009735;F_009745;F_009761;F_009769;F_009782;F_009826;F_009891;F_009912;F_009914,YS_0023|2021|2|10,21,21,5,11,19.0,25,264.0,456.0,600.0,True,full_5
FE_00715,YS_0023,2021-02-05 16:00:00,2021,2,16,2021-02-05,영서 내륙형,1,F_010026,YS_0023|2021|2|16,21,21,5,7,10.0,21,168.0,240.0,504.0,True,full_5
FE_00716,YS_0023,2021-03-26 09:00:00,2021,3,9,2021-03-26,영서 내륙형,1,F_010383,YS_0023|2021|3|9,26,26,5,6,11.0,24,144.0,264.0,576.0,True,full_5
FE_00717,YS_0023,2021-04-24 09:00:00,2021,4,9,2021-04-24,영서 내륙형,1,F_010563,YS_0023|2021|4|9,25,25,5,3,4.0,13,72.0,96.0,312.0,True,full_5
FE_00718,YS_0023,2021-05-08 12:00:00,2021,5,12,2021-05-08,영서 내륙형,1,F_010633,YS_0023|2021|5|12,21,21,5,3,18.0,22,72.0,432.0,528.0,True,full_5
FE_00719,YS_0023,2021-05-08 13:00:00,2021,5,13,2021-05-08,영서 내륙형,2,F_010632;F_011259,YS_0023|2021|5|13,21,21,5,5,16.0,23,120.0,384.0,552.0,True,full_5
FE_00720,YS_0023,2021-05-14 11:00:00,2021,5,11,2021-05-14,영서 내륙형,1,F_010676,YS_0023|2021|5|11,22,22,5,6,11.0,13,144.0,264.0,312.0,True,full_5
FE_00721,YS_0023,2021-05-14 12:00:00,2021,5,12,2021-05-14,영서 내륙형,3,F_010675;F_010677;F_010678,YS_0023|2021|5|12,21,21,5,7,11.0,17,168.0,264.0,408.0,True,full_5
FE_00722,YS_0023,2021-05-15 10:00:00,2021,5,10,2021-05-15,영서 내륙형,1,F_011272,YS_0023|2021|5|10,22,22,5,4,6.0,12,96.0,144.0,288.0,True,full_5
FE_00723,YS_0024,2020-01-31 12:00:00,2020,1,12,2020-01-31,영서 내륙형,1,F_007638,YS_0024|2020|1|12,28,28,5,10,20.0,24,240.0,480.0,576.0,True,full_5
FE_00724,YS_0024,2020-03-28 19:00:00,2020,3,19,2020-03-28,영서 내륙형,1,F_010828,YS_0024|2020|3|19,26,26,5,4,18.0,26,96.0,432.0,624.0,True,full_5
FE_00725,YS_0024,2020-04-04 20:00:00,2020,4,20,2020-04-04,영서 내륙형,1,F_010845,YS_0024|2020|4|20,22,22,5,3,14.0,22,72.0,336.0,528.0,True,full_5
FE_00726,YS_0024,2020-04-30 14:00:00,2020,4,14,2020-04-30,영서 내륙형,1,F_007782,YS_0024|2020|4|14,23,23,5,3,17.0,29,72.0,408.0,696.0,True,full_5
FE_00727,YS_0024,2020-10-09 16:00:00,2020,10,16,2020-10-09,영서 내륙형,1,F_007824,YS_0024|2020|10|16,26,26,5,5,8.0,15,120.0,192.0,360.0,True,full_5
FE_00728,YS_0024,2020-12-10 10:00:00,2020,12,10,2020-12-10,영서 내륙형,1,F_008625,YS_0024|2020|12|10,26,26,5,3,6.0,9,72.0,144.0,216.0,True,full_5
FE_00729,YS_0024,2021-02-02 10:00:00,2021,2,10,2021-02-02,영서 내륙형,6,F_009298;F_009303;F_009337;F_009437;F_009456;F_009504,YS_0024|2021|2|10,20,20,5,7,17.0,25,168.0,408.0,600.0,True,full_5
FE_00730,YS_0024,2021-02-02 11:00:00,2021,2,11,2021-02-02,영서 내륙형,6,F_009338;F_009339;F_009341;F_009343;F_009377;F_009479,YS_0024|2021|2|11,20,20,5,8,13.0,21,192.0,312.0,504.0,True,full_5
FE_00731,YS_0024,2021-02-02 13:00:00,2021,2,13,2021-02-02,영서 내륙형,1,F_009480,YS_0024|2021|2|13,21,21,5,8,20.0,25,192.0,480.0,600.0,True,full_5
FE_00732,YS_0024,2021-02-03 10:00:00,2021,2,10,2021-02-03,영서 내륙형,1,F_009545,YS_0024|2021|2|10,20,20,5,11,17.0,23,264.0,408.0,552.0,True,full_5
FE_00733,YS_0024,2021-02-05 09:00:00,2021,2,9,2021-02-05,영서 내륙형,1,F_009937,YS_0024|2021|2|9,20,20,5,4,7.0,22,96.0,168.0,528.0,True,full_5
FE_00734,YS_0024,2021-02-05 10:00:00,2021,2,10,2021-02-05,영서 내륙형,2,F_009938;F_009939,YS_0024|2021|2|10,20,20,5,13,17.0,22,312.0,408.0,528.0,True,full_5
FE_00735,YS_0024,2021-02-05 11:00:00,2021,2,11,2021-02-05,영서 내륙형,2,F_009950;F_009981,YS_0024|2021|2|11,20,20,5,6,11.0,20,144.0,264.0,480.0,True,full_5
FE_00736,YS_0024,2021-02-06 11:00:00,2021,2,11,2021-02-06,영서 내륙형,1,F_010039,YS_0024|2021|2|11,20,20,5,4,16.0,20,96.0,384.0,480.0,True,full_5
FE_00737,YS_0025,2020-03-26 13:00:00,2020,3,13,2020-03-26,고지·산간형,1,F_007701,YS_0025|2020|3|13,26,26,5,4,10.0,20,96.0,240.0,480.0,True,full_5
FE_00738,YS_0025,2020-09-10 19:00:00,2020,9,19,2020-09-10,고지·산간형,1,F_010994,YS_0025|2020|9|19,25,25,5,4,6.0,17,96.0,144.0,408.0,True,full_5
FE_00739,YS_0025,2020-10-20 10:00:00,2020,10,10,2020-10-20,고지·산간형,1,F_008124,YS_0025|2020|10|10,26,26,5,3,8.0,18,72.0,192.0,432.0,True,full_5
FE_00740,YS_0025,2020-10-20 11:00:00,2020,10,11,2020-10-20,고지·산간형,1,F_008161,YS_0025|2020|10|11,26,26,5,4,7.0,16,96.0,168.0,384.0,True,full_5
FE_00741,YS_0025,2020-10-20 14:00:00,2020,10,14,2020-10-20,고지·산간형,2,F_008107;F_008174,YS_0025|2020|10|14,26,26,5,3,5.0,12,72.0,120.0,288.0,True,full_5
FE_00742,YS_0025,2020-10-20 15:00:00,2020,10,15,2020-10-20,고지·산간형,2,F_008118;F_008120,YS_0025|2020|10|15,26,26,5,4,7.0,15,96.0,168.0,360.0,True,full_5
FE_00743,YS_0025,2021-01-29 14:00:00,2021,1,14,2021-01-29,고지·산간형,2,F_008829;F_008838,YS_0025|2021|1|14,26,26,5,9,22.0,28,216.0,528.0,672.0,True,full_5
FE_00744,YS_0025,2021-02-03 08:00:00,2021,2,8,2021-02-03,고지·산간형,1,F_009516,YS_0025|2021|2|8,12,12,5,14,17.0,24,336.0,408.0,576.0,True,full_5
FE_00745,YS_0025,2021-02-05 14:00:00,2021,2,14,2021-02-05,고지·산간형,1,F_009977,YS_0025|2021|2|14,12,12,5,12,15.0,22,288.0,360.0,528.0,True,full_5
FE_00746,YS_0025,2021-02-07 16:00:00,2021,2,16,2021-02-07,고지·산간형,1,F_010052,YS_0025|2021|2|16,12,12,5,13,19.0,21,312.0,456.0,504.0,True,full_5
FE_00747,YS_0025,2021-02-11 06:00:00,2021,2,6,2021-02-11,고지·산간형,1,F_010092,YS_0025|2021|2|6,13,13,5,8,13.0,16,192.0,312.0,384.0,True,full_5
FE_00748,YS_0025,2021-02-12 10:00:00,2021,2,10,2021-02-12,고지·산간형,1,F_010116,YS_0025|2021|2|10,12,12,5,5,10.0,16,120.0,240.0,384.0,True,full_5
FE_00749,YS_0025,2021-02-12 16:00:00,2021,2,16,2021-02-12,고지·산간형,1,F_010111,YS_0025|2021|2|16,12,12,5,5,11.0,13,120.0,264.0,312.0,True,full_5
FE_00750,YS_0025,2021-02-12 17:00:00,2021,2,17,2021-02-12,고지·산간형,1,F_010118,YS_0025|2021|2|17,12,12,5,5,10.0,13,120.0,240.0,312.0,True,full_5
FE_00751,YS_0025,2021-02-13 10:00:00,2021,2,10,2021-02-13,고지·산간형,1,F_010120,YS_0025|2021|2|10,12,12,5,8,10.0,15,192.0,240.0,360.0,True,full_5
FE_00752,YS_0025,2021-02-14 17:00:00,2021,2,17,2021-02-14,고지·산간형,1,F_010134,YS_0025|2021|2|17,12,12,5,5,11.0,14,120.0,264.0,336.0,True,full_5
FE_00753,YS_0025,2021-04-25 12:00:00,2021,4,12,2021-04-25,고지·산간형,2,F_010569;F_010574,YS_0025|2021|4|12,24,24,5,3,11.0,24,72.0,264.0,576.0,True,full_5
FE_00754,YS_0025,2021-05-02 08:00:00,2021,5,8,2021-05-02,고지·산간형,1,F_010613,YS_0025|2021|5|8,27,27,5,4,15.0,26,96.0,360.0,624.0,True,full_5
FE_00755,YS_0026,2020-01-26 13:00:00,2020,1,13,2020-01-26,영서 내륙형,1,F_007632,YS_0026|2020|1|13,26,26,5,8,18.0,24,192.0,432.0,576.0,True,full_5
FE_00756,YS_0026,2020-01-26 14:00:00,2020,1,14,2020-01-26,영서 내륙형,1,F_007631,YS_0026|2020|1|14,26,26,5,3,6.0,25,72.0,144.0,600.0,True,full_5
FE_00757,YS_0026,2020-05-06 11:00:00,2020,5,11,2020-05-06,영서 내륙형,1,F_007798,YS_0026|2020|5|11,26,26,5,8,13.0,22,192.0,312.0,528.0,True,full_5
FE_00758,YS_0026,2020-06-21 17:00:00,2020,6,17,2020-06-21,영서 내륙형,1,F_010974,YS_0026|2020|6|17,25,25,5,4,10.0,17,96.0,240.0,408.0,True,full_5
FE_00759,YS_0026,2021-02-14 18:00:00,2021,2,18,2021-02-14,영서 내륙형,1,F_010138,YS_0026|2021|2|18,23,23,5,4,11.0,14,96.0,264.0,336.0,True,full_5
FE_00760,YS_0026,2021-03-14 11:00:00,2021,3,11,2021-03-14,영서 내륙형,1,F_010341,YS_0026|2021|3|11,26,26,5,3,9.0,15,72.0,216.0,360.0,True,full_5
FE_00761,YS_0026,2021-04-22 13:00:00,2021,4,13,2021-04-22,영서 내륙형,2,F_010550;F_010553,YS_0026|2021|4|13,25,25,5,4,8.0,15,96.0,192.0,360.0,True,full_5
FE_00762,YS_0026,2021-04-22 14:00:00,2021,4,14,2021-04-22,영서 내륙형,1,F_010548,YS_0026|2021|4|14,25,25,5,8,16.0,18,192.0,384.0,432.0,True,full_5
FE_00763,YS_0026,2021-05-09 13:00:00,2021,5,13,2021-05-09,영서 내륙형,2,F_010644;F_010653,YS_0026|2021|5|13,26,26,5,5,13.0,20,120.0,312.0,480.0,True,full_5
FE_00764,YS_0027,2020-01-26 06:00:00,2020,1,6,2020-01-26,고지·산간형,1,F_010717,YS_0027|2020|1|6,26,25,5,4,17.0,24,96.0,408.0,576.0,True,full_5
FE_00765,YS_0027,2021-01-26 09:00:00,2021,1,9,2021-01-26,고지·산간형,1,F_008792,YS_0027|2021|1|9,24,24,5,3,18.0,25,72.0,432.0,600.0,True,full_5
FE_00766,YS_0027,2021-02-01 09:00:00,2021,2,9,2021-02-01,고지·산간형,1,F_008872,YS_0027|2021|2|9,17,17,5,12,22.0,27,288.0,528.0,648.0,True,full_5
FE_00767,YS_0027,2021-02-05 14:00:00,2021,2,14,2021-02-05,고지·산간형,3,F_009935;F_009955;F_010036,YS_0027|2021|2|14,17,17,5,8,20.0,23,192.0,480.0,552.0,True,full_5
FE_00768,YS_0027,2021-02-05 15:00:00,2021,2,15,2021-02-05,고지·산간형,1,F_009978,YS_0027|2021|2|15,16,16,5,6,9.0,23,144.0,216.0,552.0,True,full_5
FE_00769,YS_0027,2021-02-20 15:00:00,2021,2,15,2021-02-20,고지·산간형,2,F_010224;F_010235,YS_0027|2021|2|15,16,16,5,3,4.0,10,72.0,96.0,240.0,True,full_5
FE_00770,YS_0027,2021-02-20 16:00:00,2021,2,16,2021-02-20,고지·산간형,1,F_010214,YS_0027|2021|2|16,17,17,5,5,7.0,10,120.0,168.0,240.0,True,full_5
FE_00771,YS_0027,2021-04-21 08:00:00,2021,4,8,2021-04-21,고지·산간형,1,F_010546,YS_0027|2021|4|8,25,25,5,4,7.0,13,96.0,168.0,312.0,True,full_5
FE_00772,YS_0028,2020-02-09 18:00:00,2020,2,18,2020-02-09,영서 내륙형,1,F_010739,YS_0028|2020|2|18,20,20,5,3,4.0,9,72.0,96.0,216.0,True,full_5
FE_00773,YS_0028,2020-02-09 19:00:00,2020,2,19,2020-02-09,영서 내륙형,2,F_007651;F_007652,YS_0028|2020|2|19,20,20,5,5,9.0,20,120.0,216.0,480.0,True,full_5
FE_00774,YS_0028,2020-02-23 15:00:00,2020,2,15,2020-02-23,영서 내륙형,1,F_007659,YS_0028|2020|2|15,20,20,5,4,10.0,18,96.0,240.0,432.0,True,full_5
FE_00775,YS_0028,2020-04-08 12:00:00,2020,4,12,2020-04-08,영서 내륙형,1,F_007728,YS_0028|2020|4|12,25,25,5,4,15.0,21,96.0,360.0,504.0,True,full_5
FE_00776,YS_0028,2020-04-08 13:00:00,2020,4,13,2020-04-08,영서 내륙형,1,F_007730,YS_0028|2020|4|13,25,25,5,4,7.0,14,96.0,168.0,336.0,True,full_5
FE_00777,YS_0028,2020-05-06 14:00:00,2020,5,14,2020-05-06,영서 내륙형,1,F_010931,YS_0028|2020|5|14,26,26,5,5,13.0,24,120.0,312.0,576.0,True,full_5
FE_00778,YS_0028,2020-10-21 14:00:00,2020,10,14,2020-10-21,영서 내륙형,1,F_008273,YS_0028|2020|10|14,26,26,5,4,15.0,18,96.0,360.0,432.0,True,full_5
FE_00779,YS_0028,2020-10-21 15:00:00,2020,10,15,2020-10-21,영서 내륙형,1,F_008275,YS_0028|2020|10|15,26,26,5,3,8.0,12,72.0,192.0,288.0,True,full_5
FE_00780,YS_0028,2020-12-04 22:00:00,2020,12,22,2020-12-04,영서 내륙형,1,F_011071,YS_0028|2020|12|22,26,26,5,3,6.0,25,72.0,144.0,600.0,True,full_5
FE_00781,YS_0028,2021-01-04 11:00:00,2021,1,11,2021-01-04,영서 내륙형,1,F_008728,YS_0028|2021|1|11,19,19,5,5,11.0,18,120.0,264.0,432.0,True,full_5
FE_00782,YS_0028,2021-01-27 10:00:00,2021,1,10,2021-01-27,영서 내륙형,1,F_008796,YS_0028|2021|1|10,20,20,5,3,12.0,19,72.0,288.0,456.0,True,full_5
FE_00783,YS_0028,2021-01-29 10:00:00,2021,1,10,2021-01-29,영서 내륙형,1,F_008835,YS_0028|2021|1|10,20,20,5,10,14.0,21,240.0,336.0,504.0,True,full_5
FE_00784,YS_0028,2021-02-01 11:00:00,2021,2,11,2021-02-01,영서 내륙형,6,F_008915;F_009025;F_009127;F_009133;F_009267;F_009272,YS_0028|2021|2|11,16,16,5,7,16.0,18,168.0,384.0,432.0,True,full_5
FE_00785,YS_0028,2021-02-13 08:00:00,2021,2,8,2021-02-13,영서 내륙형,1,F_010130,YS_0028|2021|2|8,15,15,5,5,8.0,14,120.0,192.0,336.0,True,full_5
FE_00786,YS_0028,2021-02-14 10:00:00,2021,2,10,2021-02-14,영서 내륙형,1,F_010140,YS_0028|2021|2|10,15,15,5,6,9.0,14,144.0,216.0,336.0,True,full_5
FE_00787,YS_0028,2021-02-24 17:00:00,2021,2,17,2021-02-24,영서 내륙형,1,F_010262,YS_0028|2021|2|17,16,16,5,3,6.0,17,72.0,144.0,408.0,True,full_5
FE_00788,YS_0028,2021-03-30 11:00:00,2021,3,11,2021-03-30,영서 내륙형,1,F_010396,YS_0028|2021|3|11,27,27,5,3,14.0,22,72.0,336.0,528.0,True,full_5
FE_00789,YS_0029,2020-03-19 21:00:00,2020,3,21,2020-03-19,영서 내륙형,1,F_007690,YS_0029|2020|3|21,26,26,5,6,14.0,18,144.0,336.0,432.0,True,full_5
FE_00790,YS_0029,2020-04-27 17:00:00,2020,4,17,2020-04-27,영서 내륙형,1,F_010909,YS_0029|2020|4|17,25,25,5,6,15.0,22,144.0,360.0,528.0,True,full_5
FE_00791,YS_0029,2020-06-05 16:00:00,2020,6,16,2020-06-05,영서 내륙형,1,F_010950,YS_0029|2020|6|16,25,25,5,3,12.0,19,72.0,288.0,456.0,True,full_5
FE_00792,YS_0029,2020-12-03 10:00:00,2020,12,10,2020-12-03,영서 내륙형,1,F_008621,YS_0029|2020|12|10,26,26,5,3,8.0,25,72.0,192.0,600.0,True,full_5
FE_00793,YS_0029,2021-02-03 09:00:00,2021,2,9,2021-02-03,영서 내륙형,1,F_009887,YS_0029|2021|2|9,23,23,5,6,11.0,22,144.0,264.0,528.0,True,full_5
FE_00794,YS_0029,2021-03-19 11:00:00,2021,3,11,2021-03-19,영서 내륙형,1,F_011175,YS_0029|2021|3|11,26,26,5,5,11.0,18,120.0,264.0,432.0,True,full_5
FE_00795,YS_0029,2021-03-19 12:00:00,2021,3,12,2021-03-19,영서 내륙형,1,F_010358,YS_0029|2021|3|12,26,26,5,3,9.0,12,72.0,216.0,288.0,True,full_5
FE_00796,YS_0030,2020-01-21 14:00:00,2020,1,14,2020-01-21,영서 내륙형,1,F_007626,YS_0030|2020|1|14,26,26,5,3,10.0,18,72.0,240.0,432.0,True,full_5
FE_00797,YS_0030,2020-01-21 15:00:00,2020,1,15,2020-01-21,영서 내륙형,1,F_007627,YS_0030|2020|1|15,26,26,5,5,9.0,20,120.0,216.0,480.0,True,full_5
FE_00798,YS_0030,2020-03-07 16:00:00,2020,3,16,2020-03-07,영서 내륙형,1,F_007668,YS_0030|2020|3|16,26,26,5,4,16.0,22,96.0,384.0,528.0,True,full_5
FE_00799,YS_0030,2020-05-17 10:00:00,2020,5,10,2020-05-17,영서 내륙형,1,F_010940,YS_0030|2020|5|10,26,26,5,3,6.0,15,72.0,144.0,360.0,True,full_5
FE_00800,YS_0030,2020-11-15 21:00:00,2020,11,21,2020-11-15,영서 내륙형,1,F_008609,YS_0030|2020|11|21,21,21,5,4,8.0,14,96.0,192.0,336.0,True,full_5
FE_00801,YS_0030,2020-11-26 12:00:00,2020,11,12,2020-11-26,영서 내륙형,1,F_008614,YS_0030|2020|11|12,21,21,5,8,19.0,24,192.0,456.0,576.0,True,full_5
FE_00802,YS_0030,2021-01-27 17:00:00,2021,1,17,2021-01-27,영서 내륙형,1,F_008795,YS_0030|2021|1|17,26,26,5,4,13.0,24,96.0,312.0,576.0,True,full_5
FE_00803,YS_0030,2021-02-07 18:00:00,2021,2,18,2021-02-07,영서 내륙형,1,F_010050,YS_0030|2021|2|18,23,23,5,4,7.0,18,96.0,168.0,432.0,True,full_5
FE_00804,YS_0030,2021-03-10 09:00:00,2021,3,9,2021-03-10,영서 내륙형,1,F_010310,YS_0030|2021|3|9,22,22,5,4,8.0,17,96.0,192.0,408.0,True,full_5
FE_00805,YS_0030,2021-03-22 15:00:00,2021,3,15,2021-03-22,영서 내륙형,1,F_010369,YS_0030|2021|3|15,22,22,5,6,10.0,19,144.0,240.0,456.0,True,full_5
FE_00806,YS_0030,2021-05-06 17:00:00,2021,5,17,2021-05-06,영서 내륙형,1,F_010620,YS_0030|2021|5|17,26,26,5,3,10.0,20,72.0,240.0,480.0,True,full_5
FE_00807,YS_0031,2020-10-31 15:00:00,2020,10,15,2020-10-31,고지·산간형,1,F_011034,YS_0031|2020|10|15,28,28,5,6,14.0,23,144.0,336.0,552.0,True,full_5
FE_00808,YS_0032,2020-05-17 20:00:00,2020,5,20,2020-05-17,고지·산간형,1,F_010941,YS_0032|2020|5|20,26,26,5,3,12.0,14,72.0,288.0,336.0,True,full_5
FE_00809,YS_0032,2021-01-27 14:00:00,2021,1,14,2021-01-27,고지·산간형,1,F_008794,YS_0032|2021|1|14,24,24,5,9,15.0,26,216.0,360.0,624.0,True,full_5
FE_00810,YS_0032,2021-02-01 09:00:00,2021,2,9,2021-02-01,고지·산간형,2,F_008874;F_009014,YS_0032|2021|2|9,12,12,5,4,6.0,20,96.0,144.0,480.0,True,full_5
