fire_exposure_id,기상셀ID,기준시각,year,month,hour,date,climate_type,raw_event_n,fire_ids,match_key,base_pool_n,canadian_pool_n,matched_control_n,min_abs_date_diff_days,median_abs_date_diff_days,max_abs_date_diff_days,min_abs_time_diff_hours,median_abs_time_diff_hours,max_abs_time_diff_hours,full_5_matched,match_status
FE_00400,YS_0002,2021-02-11 17:00:00,2021,2,17,2021-02-11,영서 내륙형,1,F_010098,YS_0002|2021|2|17,6,6,5,6,8.0,10,144.0,192.0,240.0,True,full_5
FE_00401,YS_0002,2021-02-11 18:00:00,2021,2,18,2021-02-11,영서 내륙형,1,F_010094,YS_0002|2021|2|18,7,7,5,4,7.0,9,96.0,168.0,216.0,True,full_5
FE_00402,YS_0002,2021-02-13 09:00:00,2021,2,9,2021-02-13,영서 내륙형,1,F_010123,YS_0002|2021|2|9,7,7,5,3,5.0,9,72.0,120.0,216.0,True,full_5
FE_00403,YS_0002,2021-02-13 17:00:00,2021,2,17,2021-02-13,영서 내륙형,1,F_010121,YS_0002|2021|2|17,6,6,5,4,6.0,8,96.0,144.0,192.0,True,full_5
FE_00404,YS_0002,2021-02-24 13:00:00,2021,2,13,2021-02-24,영서 내륙형,1,F_010266,YS_0002|2021|2|13,6,6,5,3,5.0,8,72.0,120.0,192.0,True,full_5
FE_00405,YS_0002,2021-02-27 10:00:00,2021,2,10,2021-02-27,영서 내륙형,2,F_010287;F_010288,YS_0002|2021|2|10,7,7,5,5,7.0,10,120.0,168.0,240.0,True,full_5
FE_00406,YS_0002,2021-02-27 18:00:00,2021,2,18,2021-02-27,영서 내륙형,1,F_010289,YS_0002|2021|2|18,7,7,5,6,9.0,12,144.0,216.0,288.0,True,full_5
FE_00407,YS_0002,2021-03-06 18:00:00,2021,3,18,2021-03-06,영서 내륙형,1,F_010302,YS_0002|2021|3|18,25,25,5,8,13.0,25,192.0,312.0,600.0,True,full_5
FE_00408,YS_0002,2021-04-03 08:00:00,2021,4,8,2021-04-03,영서 내륙형,1,F_011195,YS_0002|2021|4|8,13,13,5,7,10.0,20,168.0,240.0,480.0,True,full_5
FE_00409,YS_0002,2021-04-07 09:00:00,2021,4,9,2021-04-07,영서 내륙형,1,F_010462,YS_0002|2021|4|9,12,12,5,6,10.0,22,144.0,240.0,528.0,True,full_5
FE_00410,YS_0002,2021-04-20 09:00:00,2021,4,9,2021-04-20,영서 내륙형,1,F_010534,YS_0002|2021|4|9,12,12,5,3,6.0,9,72.0,144.0,216.0,True,full_5
FE_00411,YS_0002,2021-04-20 17:00:00,2021,4,17,2021-04-20,영서 내륙형,1,F_010536,YS_0002|2021|4|17,12,12,5,3,9.0,11,72.0,216.0,264.0,True,full_5
FE_00412,YS_0002,2021-04-26 17:00:00,2021,4,17,2021-04-26,영서 내륙형,1,F_010580,YS_0002|2021|4|17,12,12,5,3,9.0,14,72.0,216.0,336.0,True,full_5
FE_00413,YS_0002,2021-05-08 11:00:00,2021,5,11,2021-05-08,영서 내륙형,1,F_010637,YS_0002|2021|5|11,22,22,5,6,13.0,20,144.0,312.0,480.0,True,full_5
FE_00414,YS_0002,2021-05-14 10:00:00,2021,5,10,2021-05-14,영서 내륙형,1,F_010681,YS_0002|2021|5|10,22,22,5,6,9.0,15,144.0,216.0,360.0,True,full_5
FE_00415,YS_0003,2020-02-17 16:00:00,2020,2,16,2020-02-17,영서 내륙형,1,F_007656,YS_0003|2020|2|16,24,24,5,3,8.0,13,72.0,192.0,312.0,True,full_5
FE_00416,YS_0003,2020-03-12 12:00:00,2020,3,12,2020-03-12,영서 내륙형,1,F_010775,YS_0003|2020|3|12,26,26,5,6,11.0,18,144.0,264.0,432.0,True,full_5
FE_00417,YS_0003,2020-04-11 09:00:00,2020,4,9,2020-04-11,영서 내륙형,1,F_010869,YS_0003|2020|4|9,24,24,5,6,13.0,18,144.0,312.0,432.0,True,full_5
FE_00418,YS_0003,2020-05-01 15:00:00,2020,5,15,2020-05-01,영서 내륙형,1,F_007786,YS_0003|2020|5|15,23,23,5,4,19.0,26,96.0,456.0,624.0,True,full_5
FE_00419,YS_0003,2020-05-08 14:00:00,2020,5,14,2020-05-08,영서 내륙형,1,F_007801,YS_0003|2020|5|14,23,23,5,4,9.0,18,96.0,216.0,432.0,True,full_5
FE_00420,YS_0003,2020-05-08 15:00:00,2020,5,15,2020-05-08,영서 내륙형,1,F_007802,YS_0003|2020|5|15,23,23,5,4,14.0,23,96.0,336.0,552.0,True,full_5
FE_00421,YS_0003,2020-06-23 09:00:00,2020,6,9,2020-06-23,영서 내륙형,1,F_007816,YS_0003|2020|6|9,25,25,5,4,8.0,11,96.0,192.0,264.0,True,full_5
FE_00422,YS_0003,2020-06-23 10:00:00,2020,6,10,2020-06-23,영서 내륙형,1,F_010977,YS_0003|2020|6|10,25,25,5,5,13.0,20,120.0,312.0,480.0,True,full_5
FE_00423,YS_0003,2020-11-16 11:00:00,2020,11,11,2020-11-16,영서 내륙형,1,F_008610,YS_0003|2020|11|11,25,25,5,3,8.0,13,72.0,192.0,312.0,True,full_5
FE_00424,YS_0003,2020-11-16 12:00:00,2020,11,12,2020-11-16,영서 내륙형,1,F_011060,YS_0003|2020|11|12,25,25,5,3,8.0,15,72.0,192.0,360.0,True,full_5
FE_00425,YS_0003,2020-11-16 18:00:00,2020,11,18,2020-11-16,영서 내륙형,1,F_011062,YS_0003|2020|11|18,25,25,5,4,9.0,13,96.0,216.0,312.0,True,full_5
FE_00426,YS_0003,2020-12-08 20:00:00,2020,12,20,2020-12-08,영서 내륙형,2,F_008624;F_011074,YS_0003|2020|12|20,26,26,5,5,7.0,18,120.0,168.0,432.0,True,full_5
FE_00427,YS_0003,2021-01-05 14:00:00,2021,1,14,2021-01-05,영서 내륙형,1,F_008736,YS_0003|2021|1|14,13,13,5,3,4.0,7,72.0,96.0,168.0,True,full_5
FE_00428,YS_0003,2021-01-14 16:00:00,2021,1,16,2021-01-14,영서 내륙형,1,F_008743,YS_0003|2021|1|16,13,13,5,4,7.0,13,96.0,168.0,312.0,True,full_5
FE_00429,YS_0003,2021-01-24 17:00:00,2021,1,17,2021-01-24,영서 내륙형,2,F_008757;F_011111,YS_0003|2021|1|17,13,13,5,3,13.0,16,72.0,312.0,384.0,True,full_5
FE_00430,YS_0003,2021-01-28 10:00:00,2021,1,10,2021-01-28,영서 내륙형,1,F_008798,YS_0003|2021|1|10,14,14,5,8,11.0,25,192.0,264.0,600.0,True,full_5
FE_00431,YS_0003,2021-02-01 09:00:00,2021,2,9,2021-02-01,영서 내륙형,1,F_008878,YS_0003|2021|2|9,8,8,5,5,7.0,24,120.0,168.0,576.0,True,full_5
FE_00432,YS_0003,2021-02-01 10:00:00,2021,2,10,2021-02-01,영서 내륙형,1,F_009261,YS_0003|2021|2|10,8,8,5,5,13.0,25,120.0,312.0,600.0,True,full_5
FE_00433,YS_0003,2021-02-02 10:00:00,2021,2,10,2021-02-02,영서 내륙형,2,F_009295;F_009398,YS_0003|2021|2|10,8,8,5,4,12.0,24,96.0,288.0,576.0,True,full_5
FE_00434,YS_0003,2021-02-02 11:00:00,2021,2,11,2021-02-02,영서 내륙형,2,F_009349;F_009462,YS_0003|2021|2|11,8,8,5,4,11.0,24,96.0,264.0,576.0,True,full_5
FE_00435,YS_0003,2021-02-02 17:00:00,2021,2,17,2021-02-02,영서 내륙형,1,F_009473,YS_0003|2021|2|17,9,9,5,3,10.0,24,72.0,240.0,576.0,True,full_5
FE_00436,YS_0003,2021-02-03 16:00:00,2021,2,16,2021-02-03,영서 내륙형,1,F_009583,YS_0003|2021|2|16,8,8,5,3,11.0,23,72.0,264.0,552.0,True,full_5
FE_00437,YS_0003,2021-02-10 14:00:00,2021,2,14,2021-02-10,영서 내륙형,2,F_010085;F_011116,YS_0003|2021|2|14,7,7,5,3,4.0,16,72.0,96.0,384.0,True,full_5
FE_00438,YS_0003,2021-02-17 08:00:00,2021,2,8,2021-02-17,영서 내륙형,1,F_010189,YS_0003|2021|2|8,8,8,5,4,8.0,10,96.0,192.0,240.0,True,full_5
FE_00439,YS_0003,2021-02-17 11:00:00,2021,2,11,2021-02-17,영서 내륙형,1,F_010176,YS_0003|2021|2|11,8,8,5,4,9.0,11,96.0,216.0,264.0,True,full_5
FE_00440,YS_0003,2021-02-17 18:00:00,2021,2,18,2021-02-17,영서 내륙형,1,F_010179,YS_0003|2021|2|18,8,8,5,3,8.0,11,72.0,192.0,264.0,True,full_5
FE_00441,YS_0003,2021-02-19 18:00:00,2021,2,18,2021-02-19,영서 내륙형,1,F_010204,YS_0003|2021|2|18,8,8,5,5,7.0,13,120.0,168.0,312.0,True,full_5
FE_00442,YS_0003,2021-02-21 18:00:00,2021,2,18,2021-02-21,영서 내륙형,1,F_010240,YS_0003|2021|2|18,8,8,5,3,9.0,16,72.0,216.0,384.0,True,full_5
FE_00443,YS_0003,2021-02-28 18:00:00,2021,2,18,2021-02-28,영서 내륙형,1,F_010291,YS_0003|2021|2|18,8,8,5,3,14.0,22,72.0,336.0,528.0,True,full_5
FE_00444,YS_0003,2021-03-21 16:00:00,2021,3,16,2021-03-21,영서 내륙형,1,F_010367,YS_0003|2021|3|16,24,24,5,8,10.0,13,192.0,240.0,312.0,True,full_5
FE_00445,YS_0003,2021-04-17 09:00:00,2021,4,9,2021-04-17,영서 내륙형,1,F_010508,YS_0003|2021|4|9,21,21,5,5,13.0,16,120.0,312.0,384.0,True,full_5
FE_00446,YS_0003,2021-04-25 19:00:00,2021,4,19,2021-04-25,영서 내륙형,1,F_011237,YS_0003|2021|4|19,21,21,5,4,17.0,23,96.0,408.0,552.0,True,full_5
FE_00447,YS_0004,2020-04-06 16:00:00,2020,4,16,2020-04-06,영서 내륙형,1,F_007723,YS_0004|2020|4|16,21,21,5,3,13.0,19,72.0,312.0,456.0,True,full_5
FE_00448,YS_0004,2020-04-16 15:00:00,2020,4,15,2020-04-16,영서 내륙형,1,F_007767,YS_0004|2020|4|15,21,21,5,3,12.0,14,72.0,288.0,336.0,True,full_5
FE_00449,YS_0004,2020-06-12 15:00:00,2020,6,15,2020-06-12,영서 내륙형,1,F_010963,YS_0004|2020|6|15,21,21,5,7,11.0,18,168.0,264.0,432.0,True,full_5
FE_00450,YS_0004,2020-06-19 14:00:00,2020,6,14,2020-06-19,영서 내륙형,1,F_010972,YS_0004|2020|6|14,21,21,5,3,6.0,15,72.0,144.0,360.0,True,full_5
FE_00451,YS_0004,2021-02-01 14:00:00,2021,2,14,2021-02-01,영서 내륙형,1,F_009074,YS_0004|2021|2|14,19,19,5,11,20.0,24,264.0,480.0,576.0,True,full_5
FE_00452,YS_0004,2021-02-06 09:00:00,2021,2,9,2021-02-06,영서 내륙형,1,F_010038,YS_0004|2021|2|9,18,18,5,8,12.0,20,192.0,288.0,480.0,True,full_5
FE_00453,YS_0004,2021-02-28 17:00:00,2021,2,17,2021-02-28,영서 내륙형,1,F_010290,YS_0004|2021|2|17,19,19,5,3,14.0,20,72.0,336.0,480.0,True,full_5
FE_00454,YS_0004,2021-03-11 13:00:00,2021,3,13,2021-03-11,영서 내륙형,1,F_010325,YS_0004|2021|3|13,23,23,5,3,8.0,16,72.0,192.0,384.0,True,full_5
FE_00455,YS_0004,2021-04-02 11:00:00,2021,4,11,2021-04-02,영서 내륙형,1,F_010443,YS_0004|2021|4|11,22,22,5,3,18.0,26,72.0,432.0,624.0,True,full_5
FE_00456,YS_0004,2021-04-22 18:00:00,2021,4,18,2021-04-22,영서 내륙형,1,F_010549,YS_0004|2021|4|18,22,22,5,4,6.0,15,96.0,144.0,360.0,True,full_5
FE_00457,YS_0004,2021-05-05 09:00:00,2021,5,9,2021-05-05,영서 내륙형,1,F_010617,YS_0004|2021|5|9,20,20,5,13,16.0,22,312.0,384.0,528.0,True,full_5
FE_00458,YS_0004,2021-05-06 18:00:00,2021,5,18,2021-05-06,영서 내륙형,1,F_010621,YS_0004|2021|5|18,21,21,5,4,13.0,21,96.0,312.0,504.0,True,full_5
FE_00459,YS_0004,2021-05-11 09:00:00,2021,5,9,2021-05-11,영서 내륙형,1,F_010664,YS_0004|2021|5|9,20,20,5,6,8.0,18,144.0,192.0,432.0,True,full_5
FE_00460,YS_0005,2020-05-08 10:00:00,2020,5,10,2020-05-08,고지·산간형,1,F_010938,YS_0005|2020|5|10,26,26,5,5,15.0,19,120.0,360.0,456.0,True,full_5
FE_00461,YS_0005,2020-06-04 12:00:00,2020,6,12,2020-06-04,고지·산간형,1,F_010947,YS_0005|2020|6|12,25,25,5,4,15.0,24,96.0,360.0,576.0,True,full_5
FE_00462,YS_0005,2020-12-10 10:00:00,2020,12,10,2020-12-10,고지·산간형,1,F_008640,YS_0005|2020|12|10,22,22,5,3,4.0,14,72.0,96.0,336.0,True,full_5
FE_00463,YS_0005,2020-12-26 11:00:00,2020,12,11,2020-12-26,고지·산간형,1,F_011092,YS_0005|2020|12|11,22,22,5,4,13.0,22,96.0,312.0,528.0,True,full_5
FE_00464,YS_0005,2021-01-04 17:00:00,2021,1,17,2021-01-04,고지·산간형,1,F_008726,YS_0005|2021|1|17,24,24,5,5,14.0,24,120.0,336.0,576.0,True,full_5
FE_00465,YS_0005,2021-02-01 11:00:00,2021,2,11,2021-02-01,고지·산간형,1,F_009119,YS_0005|2021|2|11,1,1,1,27,27.0,27,648.0,648.0,648.0,False,fewer_than_5_after_canadian_filter
FE_00466,YS_0005,2021-02-02 10:00:00,2021,2,10,2021-02-02,고지·산간형,3,F_009370;F_009371;F_009404,YS_0005|2021|2|10,2,2,2,9,17.5,26,216.0,420.0,624.0,False,fewer_than_5_after_canadian_filter
FE_00467,YS_0005,2021-02-05 11:00:00,2021,2,11,2021-02-05,고지·산간형,1,F_009951,YS_0005|2021|2|11,1,1,1,23,23.0,23,552.0,552.0,552.0,False,fewer_than_5_after_canadian_filter
FE_00468,YS_0005,2021-02-05 12:00:00,2021,2,12,2021-02-05,고지·산간형,1,F_009952,YS_0005|2021|2|12,1,1,1,23,23.0,23,552.0,552.0,552.0,False,fewer_than_5_after_canadian_filter
FE_00469,YS_0005,2021-02-05 14:00:00,2021,2,14,2021-02-05,고지·산간형,1,F_009956,YS_0005|2021|2|14,1,1,1,23,23.0,23,552.0,552.0,552.0,False,fewer_than_5_after_canadian_filter
FE_00470,YS_0005,2021-02-06 10:00:00,2021,2,10,2021-02-06,고지·산간형,1,F_010043,YS_0005|2021|2|10,2,2,2,5,13.5,22,120.0,324.0,528.0,False,fewer_than_5_after_canadian_filter
FE_00471,YS_0005,2021-02-08 10:00:00,2021,2,10,2021-02-08,고지·산간형,2,F_010068;F_010069,YS_0005|2021|2|10,2,2,2,3,11.5,20,72.0,276.0,480.0,False,fewer_than_5_after_canadian_filter
FE_00472,YS_0005,2021-02-08 15:00:00,2021,2,15,2021-02-08,고지·산간형,1,F_010060,YS_0005|2021|2|15,1,1,1,20,20.0,20,480.0,480.0,480.0,False,fewer_than_5_after_canadian_filter
FE_00473,YS_0005,2021-02-13 11:00:00,2021,2,11,2021-02-13,고지·산간형,1,F_011120,YS_0005|2021|2|11,1,1,1,15,15.0,15,360.0,360.0,360.0,False,fewer_than_5_after_canadian_filter
FE_00474,YS_0005,2021-02-15 09:00:00,2021,2,9,2021-02-15,고지·산간형,2,F_010148;F_010159,YS_0005|2021|2|9,2,2,2,4,8.5,13,96.0,204.0,312.0,False,fewer_than_5_after_canadian_filter
FE_00475,YS_0005,2021-02-15 10:00:00,2021,2,10,2021-02-15,고지·산간형,1,F_010151,YS_0005|2021|2|10,2,2,2,4,8.5,13,96.0,204.0,312.0,False,fewer_than_5_after_canadian_filter
FE_00476,YS_0005,2021-02-15 13:00:00,2021,2,13,2021-02-15,고지·산간형,1,F_010153,YS_0005|2021|2|13,1,1,1,13,13.0,13,312.0,312.0,312.0,False,fewer_than_5_after_canadian_filter
FE_00477,YS_0005,2021-02-15 14:00:00,2021,2,14,2021-02-15,고지·산간형,1,F_010162,YS_0005|2021|2|14,1,1,1,13,13.0,13,312.0,312.0,312.0,False,fewer_than_5_after_canadian_filter
FE_00478,YS_0005,2021-02-17 08:00:00,2021,2,8,2021-02-17,고지·산간형,1,F_010190,YS_0005|2021|2|8,1,1,1,6,6.0,6,144.0,144.0,144.0,False,fewer_than_5_after_canadian_filter
FE_00479,YS_0005,2021-02-17 11:00:00,2021,2,11,2021-02-17,고지·산간형,1,F_010177,YS_0005|2021|2|11,1,1,1,11,11.0,11,264.0,264.0,264.0,False,fewer_than_5_after_canadian_filter
FE_00480,YS_0005,2021-02-19 11:00:00,2021,2,11,2021-02-19,고지·산간형,1,F_010203,YS_0005|2021|2|11,1,1,1,9,9.0,9,216.0,216.0,216.0,False,fewer_than_5_after_canadian_filter
FE_00481,YS_0005,2021-02-20 09:00:00,2021,2,9,2021-02-20,고지·산간형,1,F_010216,YS_0005|2021|2|9,2,2,2,8,8.5,9,192.0,204.0,216.0,False,fewer_than_5_after_canadian_filter
FE_00482,YS_0005,2021-02-22 17:00:00,2021,2,17,2021-02-22,고지·산간형,2,F_010252;F_010255,YS_0005|2021|2|17,2,2,2,6,9.0,12,144.0,216.0,288.0,False,fewer_than_5_after_canadian_filter
FE_00483,YS_0005,2021-02-26 08:00:00,2021,2,8,2021-02-26,고지·산간형,1,F_010281,YS_0005|2021|2|8,1,1,1,15,15.0,15,360.0,360.0,360.0,False,fewer_than_5_after_canadian_filter
FE_00484,YS_0005,2021-03-08 15:00:00,2021,3,15,2021-03-08,고지·산간형,1,F_010308,YS_0005|2021|3|15,22,22,5,3,7.0,21,72.0,168.0,504.0,True,full_5
FE_00485,YS_0005,2021-03-11 13:00:00,2021,3,13,2021-03-11,고지·산간형,1,F_010320,YS_0005|2021|3|13,23,23,5,6,10.0,17,144.0,240.0,408.0,True,full_5
FE_00486,YS_0005,2021-03-11 15:00:00,2021,3,15,2021-03-11,고지·산간형,1,F_010326,YS_0005|2021|3|15,22,22,5,4,9.0,19,96.0,216.0,456.0,True,full_5
FE_00487,YS_0005,2021-04-02 10:00:00,2021,4,10,2021-04-02,고지·산간형,1,F_010433,YS_0005|2021|4|10,18,18,5,8,13.0,23,192.0,312.0,552.0,True,full_5
FE_00488,YS_0005,2021-04-22 15:00:00,2021,4,15,2021-04-22,고지·산간형,1,F_010551,YS_0005|2021|4|15,18,18,5,3,8.0,16,72.0,192.0,384.0,True,full_5
FE_00489,YS_0005,2021-04-28 17:00:00,2021,4,17,2021-04-28,고지·산간형,1,F_010594,YS_0005|2021|4|17,18,18,5,11,19.0,24,264.0,456.0,576.0,True,full_5
FE_00490,YS_0006,2020-03-26 12:00:00,2020,3,12,2020-03-26,영서 내륙형,1,F_007702,YS_0006|2020|3|12,26,26,5,5,14.0,21,120.0,336.0,504.0,True,full_5
FE_00491,YS_0006,2020-03-26 20:00:00,2020,3,20,2020-03-26,영서 내륙형,1,F_010817,YS_0006|2020|3|20,26,26,5,7,10.0,24,168.0,240.0,576.0,True,full_5
FE_00492,YS_0006,2020-04-16 05:00:00,2020,4,5,2020-04-16,영서 내륙형,1,F_010888,YS_0006|2020|4|5,21,21,5,5,7.0,13,120.0,168.0,312.0,True,full_5
FE_00493,YS_0006,2020-04-24 11:00:00,2020,4,11,2020-04-24,영서 내륙형,1,F_007772,YS_0006|2020|4|11,21,21,5,13,17.0,23,312.0,408.0,552.0,True,full_5
FE_00494,YS_0006,2020-05-07 13:00:00,2020,5,13,2020-05-07,영서 내륙형,1,F_010932,YS_0006|2020|5|13,26,26,5,5,8.0,18,120.0,192.0,432.0,True,full_5
FE_00495,YS_0006,2020-10-26 14:00:00,2020,10,14,2020-10-26,영서 내륙형,2,F_008530;F_008538,YS_0006|2020|10|14,26,26,5,4,12.0,20,96.0,288.0,480.0,True,full_5
FE_00496,YS_0006,2021-02-01 09:00:00,2021,2,9,2021-02-01,영서 내륙형,1,F_008876,YS_0006|2021|2|9,14,14,5,3,15.0,19,72.0,360.0,456.0,True,full_5
FE_00497,YS_0006,2021-02-01 13:00:00,2021,2,13,2021-02-01,영서 내륙형,1,F_008932,YS_0006|2021|2|13,15,15,5,5,14.0,26,120.0,336.0,624.0,True,full_5
FE_00498,YS_0006,2021-02-02 08:00:00,2021,2,8,2021-02-02,영서 내륙형,1,F_009283,YS_0006|2021|2|8,14,14,5,12,18.0,26,288.0,432.0,624.0,True,full_5
FE_00499,YS_0006,2021-02-09 10:00:00,2021,2,10,2021-02-09,영서 내륙형,1,F_010073,YS_0006|2021|2|10,14,14,5,4,16.0,19,96.0,384.0,456.0,True,full_5
FE_00500,YS_0006,2021-02-11 10:00:00,2021,2,10,2021-02-11,영서 내륙형,1,F_010108,YS_0006|2021|2|10,14,14,5,6,7.0,14,144.0,168.0,336.0,True,full_5
FE_00501,YS_0006,2021-02-23 09:00:00,2021,2,9,2021-02-23,영서 내륙형,1,F_010258,YS_0006|2021|2|9,14,14,5,4,9.0,19,96.0,216.0,456.0,True,full_5
FE_00502,YS_0006,2021-03-30 17:00:00,2021,3,17,2021-03-30,영서 내륙형,2,F_010402;F_010408,YS_0006|2021|3|17,27,27,5,3,10.0,21,72.0,240.0,504.0,True,full_5
FE_00503,YS_0006,2021-03-31 10:00:00,2021,3,10,2021-03-31,영서 내륙형,2,F_010422;F_010424,YS_0006|2021|3|10,28,28,5,6,13.0,24,144.0,312.0,576.0,True,full_5
FE_00504,YS_0007,2020-04-13 12:00:00,2020,4,12,2020-04-13,영서 내륙형,2,F_007753;F_007755,YS_0007|2020|4|12,21,21,5,5,9.0,17,120.0,216.0,408.0,True,full_5
FE_00505,YS_0007,2020-04-27 11:00:00,2020,4,11,2020-04-27,영서 내륙형,2,F_007778;F_010908,YS_0007|2020|4|11,21,21,5,4,21.0,26,96.0,504.0,624.0,True,full_5
FE_00506,YS_0007,2020-05-08 15:00:00,2020,5,15,2020-05-08,영서 내륙형,1,F_007804,YS_0007|2020|5|15,26,26,5,6,13.0,21,144.0,312.0,504.0,True,full_5
FE_00507,YS_0007,2020-05-08 16:00:00,2020,5,16,2020-05-08,영서 내륙형,2,F_007805;F_007806,YS_0007|2020|5|16,26,26,5,3,8.0,21,72.0,192.0,504.0,True,full_5
FE_00508,YS_0007,2020-07-03 16:00:00,2020,7,16,2020-07-03,영서 내륙형,1,F_010981,YS_0007|2020|7|16,26,26,5,3,18.0,26,72.0,432.0,624.0,True,full_5
FE_00509,YS_0007,2020-10-16 17:00:00,2020,10,17,2020-10-16,영서 내륙형,1,F_008021,YS_0007|2020|10|17,26,26,5,5,10.0,14,120.0,240.0,336.0,True,full_5
FE_00510,YS_0007,2020-11-14 17:00:00,2020,11,17,2020-11-14,영서 내륙형,1,F_011056,YS_0007|2020|11|17,25,25,5,6,9.0,14,144.0,216.0,336.0,True,full_5
FE_00511,YS_0007,2021-01-20 14:00:00,2021,1,14,2021-01-20,영서 내륙형,1,F_008753,YS_0007|2021|1|14,25,25,5,4,5.0,12,96.0,120.0,288.0,True,full_5
FE_00512,YS_0007,2021-01-20 15:00:00,2021,1,15,2021-01-20,영서 내륙형,1,F_008754,YS_0007|2021|1|15,25,25,5,3,11.0,18,72.0,264.0,432.0,True,full_5
FE_00513,YS_0007,2021-01-20 16:00:00,2021,1,16,2021-01-20,영서 내륙형,1,F_008751,YS_0007|2021|1|16,25,25,5,3,9.0,18,72.0,216.0,432.0,True,full_5
FE_00514,YS_0007,2021-02-02 08:00:00,2021,2,8,2021-02-02,영서 내륙형,1,F_009282,YS_0007|2021|2|8,11,11,5,10,18.0,26,240.0,432.0,624.0,True,full_5
FE_00515,YS_0007,2021-02-03 10:00:00,2021,2,10,2021-02-03,영서 내륙형,15,F_009532;F_009543;F_009548;F_009759;F_009785;F_009827;F_009835;F_009840;F_009890;F_009896;F_009897;F_009909;F_009911;F_009913;F_009920,YS_0007|2021|2|10,11,11,5,10,18.0,25,240.0,432.0,600.0,True,full_5
FE_00516,YS_0007,2021-02-03 11:00:00,2021,2,11,2021-02-03,영서 내륙형,2,F_009565;F_009819,YS_0007|2021|2|11,11,11,5,10,17.0,24,240.0,408.0,576.0,True,full_5
FE_00517,YS_0007,2021-02-03 16:00:00,2021,2,16,2021-02-03,영서 내륙형,1,F_009582,YS_0007|2021|2|16,11,11,5,7,10.0,18,168.0,240.0,432.0,True,full_5
FE_00518,YS_0007,2021-02-03 19:00:00,2021,2,19,2021-02-03,영서 내륙형,1,F_009679,YS_0007|2021|2|19,11,11,5,7,23.0,25,168.0,552.0,600.0,True,full_5
FE_00519,YS_0007,2021-02-06 13:00:00,2021,2,13,2021-02-06,영서 내륙형,1,F_010037,YS_0007|2021|2|13,11,11,5,7,14.0,22,168.0,336.0,528.0,True,full_5
FE_00520,YS_0007,2021-02-07 19:00:00,2021,2,19,2021-02-07,영서 내륙형,1,F_010051,YS_0007|2021|2|19,11,11,5,4,6.0,21,96.0,144.0,504.0,True,full_5
FE_00521,YS_0007,2021-02-17 17:00:00,2021,2,17,2021-02-17,영서 내륙형,1,F_010182,YS_0007|2021|2|17,10,10,5,3,5.0,10,72.0,120.0,240.0,True,full_5
FE_00522,YS_0007,2021-02-24 14:00:00,2021,2,14,2021-02-24,영서 내륙형,1,F_011142,YS_0007|2021|2|14,10,10,5,3,11.0,14,72.0,264.0,336.0,True,full_5
FE_00523,YS_0007,2021-02-24 15:00:00,2021,2,15,2021-02-24,영서 내륙형,1,F_010261,YS_0007|2021|2|15,10,10,5,3,9.0,11,72.0,216.0,264.0,True,full_5
FE_00524,YS_0007,2021-03-04 17:00:00,2021,3,17,2021-03-04,영서 내륙형,1,F_010292,YS_0007|2021|3|17,22,22,5,3,10.0,26,72.0,240.0,624.0,True,full_5
FE_00525,YS_0007,2021-03-20 12:00:00,2021,3,12,2021-03-20,영서 내륙형,1,F_010364,YS_0007|2021|3|12,22,22,5,3,5.0,11,72.0,120.0,264.0,True,full_5
FE_00526,YS_0007,2021-04-19 16:00:00,2021,4,16,2021-04-19,영서 내륙형,1,F_010523,YS_0007|2021|4|16,21,21,5,3,11.0,15,72.0,264.0,360.0,True,full_5
FE_00527,YS_0007,2021-04-19 17:00:00,2021,4,17,2021-04-19,영서 내륙형,3,F_010521;F_010524;F_010531,YS_0007|2021|4|17,21,21,5,5,11.0,18,120.0,264.0,432.0,True,full_5
FE_00528,YS_0007,2021-04-19 18:00:00,2021,4,18,2021-04-19,영서 내륙형,3,F_010525;F_010527;F_010533,YS_0007|2021|4|18,21,21,5,9,11.0,17,216.0,264.0,408.0,True,full_5
FE_00529,YS_0007,2021-04-19 19:00:00,2021,4,19,2021-04-19,영서 내륙형,1,F_010528,YS_0007|2021|4|19,21,21,5,4,10.0,13,96.0,240.0,312.0,True,full_5
FE_00530,YS_0007,2021-04-27 13:00:00,2021,4,13,2021-04-27,영서 내륙형,1,F_010589,YS_0007|2021|4|13,21,21,5,4,20.0,22,96.0,480.0,528.0,True,full_5
FE_00531,YS_0008,2020-01-20 17:00:00,2020,1,17,2020-01-20,영서 내륙형,1,F_007625,YS_0008|2020|1|17,26,26,5,3,9.0,18,72.0,216.0,432.0,True,full_5
FE_00532,YS_0008,2020-12-06 13:00:00,2020,12,13,2020-12-06,영서 내륙형,1,F_008622,YS_0008|2020|12|13,26,26,5,3,4.0,24,72.0,96.0,576.0,True,full_5
FE_00533,YS_0008,2021-02-09 09:00:00,2021,2,9,2021-02-09,영서 내륙형,1,F_010080,YS_0008|2021|2|9,18,18,5,3,6.0,14,72.0,144.0,336.0,True,full_5
FE_00534,YS_0008,2021-02-09 10:00:00,2021,2,10,2021-02-09,영서 내륙형,1,F_010072,YS_0008|2021|2|10,19,19,5,3,14.0,16,72.0,336.0,384.0,True,full_5
