source_index,fire_id,발생일시,기상셀ID,기후권역,기후지형유형,addr_type,기후지형_번지유형,월_key,시간_key,산불위험계절,발생시간대구분,L1_NAME,L2_NAME,생활권프록시,원인프록시_500m,생활권접점_score,선행건조_score,강풍_score,강수부족_score,산지접근성_score
60,F_007673,2020-03-08 13:00:00,YS_0065,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,13,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,비인접,입산활동 발화 후보,-2.477589799045806,0.7954419353367687,-0.47731232851190436,0.1666687863374406,2.125851798841827
61,F_007674,2020-03-08 16:00:00,YS_0069,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,16,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.0368700988177069,0.7047990332175079,-0.7138119175975588,0.2313728161421938,0.8825171883049855
64,F_007677,2020-03-15 14:00:00,YD_0006,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),3,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.21092465949942146,1.301096307016895,1.1812974588036096,0.14249258202662274,-0.7984177732102377
66,F_007679,2020-03-15 14:00:00,YD_0006,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),3,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6866523655412022,1.2718643842198718,1.1367903267632082,0.16288282167818474,-0.9451359230752509
67,F_007680,2020-03-15 14:00:00,YD_0006,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),3,14,산불위험계절(11~5월),오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5950786947098852,1.3425287271640973,1.1458684544064324,0.16173403869799818,-0.7800625191399881
68,F_007681,2020-03-15 14:00:00,YS_0009,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.913673224778091,0.6367177545411828,0.38150875747913904,0.16262215154920004,-0.3793366039344397
69,F_007682,2020-03-15 14:00:00,YS_0009,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.913673224778091,0.6367177545411828,0.38150875747913904,0.16262215154920004,-0.3793366039344397
70,F_007683,2020-03-16 11:00:00,YS_0010,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,11,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,비인접,기타 인간활동 발화 후보,-2.628894051054598,0.8160450193864407,-0.19810417249967727,0.1898974165350664,0.0019434578580036857
71,F_007684,2020-03-16 11:00:00,YS_0010,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,11,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,비인접,기타 인간활동 발화 후보,-2.607749128718115,0.7802340773941222,-0.19318168626988824,0.22673646511232573,-0.4834490282744143
72,F_007685,2020-03-16 21:00:00,YS_0002,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,21,산불위험계절(11~5월),저녁(18~23시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.026783020721259,0.8488097081546929,-0.38033596900625166,0.1626084753419378,-0.6568724129745398
73,F_007686,2020-03-19 12:00:00,YS_0064,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,12,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.0763970069786957,1.2397304585978957,2.011347574656808,0.0015116908704768828,1.4237879769061519
74,F_007687,2020-03-19 08:00:00,YS_0064,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,8,산불위험계절(11~5월),아침(6~9시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6910381979604673,0.7956107973665195,0.6651899302616486,-0.041057844392010566,0.41130033889926426
75,F_007688,2020-03-19 13:00:00,YS_0064,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6712650440425947,1.2745601222315501,2.4628799012640115,-0.003790544880532466,1.3468033995456858
76,F_007689,2020-03-19 12:00:00,YS_0064,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,12,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.4560727930511395,1.1980781678696337,2.0359940754882575,0.04454634796364337,1.1668896292615862
77,F_007690,2020-03-19 21:00:00,YS_0029,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,21,산불위험계절(11~5월),저녁(18~23시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5050153575539665,0.9957410005105927,3.9788045654035886,-0.07839673964562063,1.6120950144305162
78,F_007691,2020-03-19 07:00:00,YS_0064,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,7,산불위험계절(11~5월),아침(6~9시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.771832501968354,0.8003673521129221,0.5386728350575761,-0.08176031053619895,0.3443326196374075
79,F_007692,2020-03-21 15:00:00,YS_0022,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,15,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.0313691148063406,1.0327290234695907,0.08616133106339838,0.1507770766186136,0.8705223259586338
80,F_007693,2020-03-21 15:00:00,YS_0022,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,15,산불위험계절(11~5월),오후(14~17시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.5353030167388049,1.094380092042883,0.17677918647119284,0.13421353272076664,0.8290533218393438
83,F_007696,2020-03-24 13:00:00,YS_0014,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),3,13,산불위험계절(11~5월),한낮(10~13시),초지,자연초지,비인접,기타 인간활동 발화 후보,-1.7145092058479992,0.8415098360070588,-0.9043712382974837,0.21411252398857222,0.24908495511080506
84,F_007697,2020-03-25 16:00:00,YS_0068,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,3,16,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.9541984637116384,1.1303996108721563,-0.1896627062680587,0.024616151827414442,2.5463435864378634
85,F_007698,2020-03-25 16:00:00,YS_0068,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,3,16,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,0.6726344654217219,1.0176079272622491,-0.32375571445101153,0.13646561587510753,0.6239360698474634
86,F_007699,2020-03-26 11:00:00,YD_0008,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,3,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.7695992778317332,-0.600849963691967,-0.2343911205990509,0.14264400611638295,2.2847591796372724
87,F_007700,2020-03-26 11:00:00,YD_0008,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,3,11,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.7268419535015983,-0.6348224566870221,-0.06271229819261022,0.13193036312255782,2.907617575058715
88,F_007701,2020-03-26 13:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,3,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9793294154182777,-0.14961445023564596,-0.2665098513835782,0.1784617134623218,0.6083911899100575
90,F_007703,2020-03-28 19:00:00,YS_0050,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,19,산불위험계절(11~5월),저녁(18~23시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6722173770076686,-0.44240574251807785,-0.15793148862742826,-0.6344238318542763,0.4850232173288908
96,F_007709,2020-04-01 11:00:00,YS_0013,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),4,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.8920009336646524,0.3127117272791726,-0.5862545593875995,0.11108602267309767,0.9909495883422648
97,F_007710,2020-04-01 14:00:00,YD_0007,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.10109367303238158,-0.7983914473305773,0.47081925719378337,0.11178247425639833,-1.0293940994455646
98,F_007711,2020-04-02 19:00:00,YS_0022,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,19,산불위험계절(11~5월),저녁(18~23시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.005698234880357997,0.8311387525357591,0.44869569121368474,0.17044161092367247,0.09456646326425938
100,F_007713,2020-04-03 15:00:00,YS_0050,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,15,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.680641489631474,1.223651977779998,0.8133149531505828,0.11233423489531999,0.14757238842482404
101,F_007714,2020-04-03 15:00:00,YS_0050,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,15,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3712020847996958,1.2333654896146404,0.7967931829482325,0.10639722305174706,0.4296279591885248
102,F_007715,2020-04-03 15:00:00,YS_0050,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,15,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6722260601711283,1.2002916902874603,0.729409403911736,0.16021216365140994,0.3186359852787222
103,F_007716,2020-04-04 03:00:00,YD_0011,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,3,산불위험계절(11~5월),야간(0~5시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.420155333583159,0.7853055743476501,0.9861069790403618,0.04043075569160251,-0.09854068438420739
104,F_007717,2020-04-04 05:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,5,산불위험계절(11~5월),야간(0~5시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2269686229989052,0.30445563292382155,-0.564906470657937,-0.6092791585279481,-0.7348122479519181
105,F_007718,2020-04-04 16:00:00,YS_0037,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,16,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.4853404077342677,1.153323907796735,0.07928982956727652,0.13467375324339848,0.14495596600293356
106,F_007719,2020-04-04 16:00:00,YS_0037,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,16,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.4274885849623177,1.1425237354650508,0.10638253304964808,0.10011553277556472,0.14971115319651596
107,F_007720,2020-04-04 17:00:00,YS_0037,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,17,산불위험계절(11~5월),오후(14~17시),습지,내륙습지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7901566811917651,1.0639860020042304,0.4465233360621137,0.14473507303312286,-0.37902694671514636
108,F_007721,2020-04-04 16:00:00,YS_0037,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,16,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.5846136630331469,1.1652075373317095,0.07816453479894055,0.12747727651979865,0.2050690616785173
109,F_007722,2020-04-06 11:00:00,YS_0002,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,11,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.9287852937946436,1.4817607403038484,-0.698301908782514,0.19149382957635736,-0.8388054139817719
110,F_007723,2020-04-06 16:00:00,YS_0004,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,16,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-1.704398662836197,1.295396520851104,0.027081325007169844,0.2451033335301441,0.27846427414852437
111,F_007724,2020-04-06 10:00:00,YS_0002,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7889650642167922,1.5344924679012772,-0.6332795856692891,0.11254141971608282,-0.5818751019282858
112,F_007725,2020-04-06 10:00:00,YS_0002,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,10,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.22391468817292112,1.4572149403709995,-0.7530453495120093,0.17487447162356695,-0.7473040502254815
113,F_007726,2020-04-06 10:00:00,YS_0002,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.17637133918341616,1.566948828142337,-0.6103663211100053,0.11197041751931214,-0.7985571738334171
115,F_007728,2020-04-08 12:00:00,YS_0028,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,12,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.8499549643902864,0.6792385304736038,0.6205187097029189,0.24746684540388011,0.5326519437449274
116,F_007729,2020-04-08 09:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,9,산불위험계절(11~5월),아침(6~9시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.7648482859256208,0.28125043722474286,-0.19991532988034838,0.003776318969285839,0.4368001972656899
117,F_007730,2020-04-08 13:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.1144581383383372,0.8934616429615574,1.012826231145751,0.20955831306569217,0.04564904952597267
118,F_007731,2020-04-08 14:00:00,YS_0002,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,14,산불위험계절(11~5월),오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.072194055839478,0.9857666985330232,0.33419427786493505,0.3109119780583704,-0.3674628503381152
119,F_007732,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7663434026317749,0.006408800918046552,-0.2954092104029393,0.1182674709330044,-0.10062803614523522
120,F_007733,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.8644502367684987,-0.004032099166528862,-0.3009621399662674,0.11343595449996836,-0.14644698765174477
121,F_007734,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.39437669728423336,-0.01289085479561029,-0.3251569496901265,0.1411579855566847,-0.15082378395721463
122,F_007735,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6054331900706521,0.017521737924538892,-0.30075883440997053,0.12309922313728512,0.002642388077581064
123,F_007736,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.703238544633,0.01859448672114738,-0.29566151433724286,0.1085118314023913,0.1532894061248292
124,F_007737,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.778110363636368,0.04340538916578182,-0.2772846729504835,0.08112160118944935,0.40621160946074086
125,F_007738,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.00896245570758071,0.032542347187843594,-0.3189144068304918,0.10605909722273892,0.2873204197931826
126,F_007739,2020-04-08 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.6303071434332297,0.03823302897672503,-0.28708803756055695,0.08973068424657721,0.39205837740511784
127,F_007740,2020-04-08 15:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,15,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.7259210780610983,-0.18575184357542152,-0.08995528954589509,0.10043738554737251,0.4537194858981775
128,F_007741,2020-04-08 13:00:00,YS_0002,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,13,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5607027359341662,0.7914759049617128,0.3334780526285308,0.3008186221603863,-0.8508573038755262
129,F_007742,2020-04-08 13:00:00,YS_0002,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9267060284684802,0.8808190784282287,0.3896793050922943,0.22801657704230427,-0.21377422316484232
131,F_007744,2020-04-09 14:00:00,YS_0010,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2534503407187855,1.668650151461462,0.1333536318855723,0.17332197790794965,-0.08839600557560023
132,F_007745,2020-04-10 11:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,4,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.7182732692580508,-0.11755214147061792,-0.45777780804216117,0.15827264872037416,0.49053286675966834
133,F_007746,2020-04-10 12:00:00,YS_0043,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,12,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.48530966896049765,0.5855398921646787,-0.42070154049800945,0.10767454600464887,0.2667823902931288
134,F_007747,2020-04-10 12:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,4,12,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.8027821055421458,-0.11018427583040097,-0.24275982198039772,0.15180586463696047,0.37814603626051624
135,F_007748,2020-04-10 18:00:00,YS_0050,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,18,산불위험계절(11~5월),저녁(18~23시),나지,자연나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.004410964772381659,0.3875512705689166,-0.7495495039785949,0.1285552485002027,0.18192875413491497
136,F_007749,2020-04-11 14:00:00,YS_0022,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.7456602541708994,0.40491112752457004,-0.19274332814173484,0.26386024295447774,-0.057244617410674006
137,F_007750,2020-04-11 14:00:00,YS_0023,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,14,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5181380149288868,-0.29131358250045697,-0.5986774752778643,0.2418561114479045,0.3166851963736777
138,F_007751,2020-04-11 12:00:00,YS_0051,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,12,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.4989278388899839,0.3969997777849775,-0.628026209618863,0.22153917524003278,-0.0602952294750834
142,F_007755,2020-04-13 12:00:00,YS_0007,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,12,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6124555997692461,-0.5148086520760159,0.5224020148558157,0.17978134436041357,0.26415873468668505
143,F_007756,2020-04-13 17:00:00,YS_0071,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,17,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7709253049410797,-3.0539337423905697,-1.6784530211122681,0.21468906826256015,-0.6201135066800545
144,F_007757,2020-04-13 20:00:00,YS_0054,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,20,산불위험계절(11~5월),저녁(18~23시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.026696768437485436,-0.1102570270349077,-0.3074091124821611,0.13336661708151393,0.35908217120209224
145,F_007758,2020-04-13 12:00:00,YS_0007,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,12,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2765176209388795,-0.4372542988917325,0.4593166251697829,0.20425794390259544,0.6203245340755043
146,F_007759,2020-04-14 15:00:00,YS_0039,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),4,15,산불위험계절(11~5월),오후(14~17시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6521972497589632,0.4191816721372588,0.9620631127439266,0.05217427039809143,0.4340958371033234
147,F_007760,2020-04-14 17:00:00,YS_0070,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,17,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,비인접,기타 인간활동 발화 후보,-2.5030271337105092,0.5351150154880057,0.39092303892057845,0.18272097327686027,0.38232120767588373
148,F_007761,2020-04-14 18:00:00,YS_0070,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,18,산불위험계절(11~5월),저녁(18~23시),산림지역,활엽수림,비인접,기타 인간활동 발화 후보,-2.7698592409169387,0.5338181872198355,0.35669752598130067,0.17993669691881956,0.4750125996246303
149,F_007762,2020-04-14 15:00:00,YS_0039,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),4,15,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5434976060086774,0.4803727625084714,0.8819372342941817,0.08571326454415398,0.7803321036308589
150,F_007763,2020-04-15 08:00:00,YS_0042,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,8,산불위험계절(11~5월),아침(6~9시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.7038193715385355,1.385284717694176,-0.1314393435822598,0.11634808026325266,-0.44637226901677535
151,F_007764,2020-04-15 11:00:00,YS_0033,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,4,11,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,상업지역,도로/시가화/농업 인접,입산활동 발화 후보,0.629824706995681,1.111918378133507,-0.4707929042699382,-0.5524437873604012,1.8785379775830875
152,F_007765,2020-04-15 14:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.4200749896504478,-0.02205080420277697,-0.30730182622105573,0.046254775930716675,-0.047656705484470714
153,F_007766,2020-04-15 11:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),4,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.0140537067925288,1.1301911838030925,-0.513754301992499,-0.4820891600625141,1.8970082095408178
154,F_007767,2020-04-16 15:00:00,YS_0004,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,15,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,비인접,입산활동 발화 후보,-2.621897587083055,0.6913657437874284,0.4677727802310216,0.18334248822630672,1.779781513074975
156,F_007769,2020-04-22 14:00:00,YD_0016,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),산림지역,혼효림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.9951924830659619,0.46487629395556934,1.9552137746831895,-0.48795830598384027,0.9835352267649831
157,F_007770,2020-04-22 13:00:00,YD_0016,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),4,13,산불위험계절(11~5월),한낮(10~13시),산림지역,혼효림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.3223821085886447,0.32606646507919024,1.5758163629611397,-0.468350437442495,0.8241406626200852
158,F_007771,2020-04-22 14:00:00,YS_0057,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,주거지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.03600102869828378,-1.3363539922064618,0.8477246573137194,-0.04868440069083996,1.4369415255174918
161,F_007774,2020-04-24 13:00:00,YS_0015,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,13,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,입산활동 발화 후보,-0.3430432179478524,0.3306878647999431,0.5573427072616398,0.155916733037665,1.0318337456707054
162,F_007775,2020-04-26 11:00:00,YS_0009,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,4,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.4129567712605929,-0.17259561376297308,-0.11614020841795424,0.19255741585621602,-0.20826004748812124
163,F_007776,2020-04-26 13:00:00,YS_0001,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),4,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.325274669868194,0.23478821867125257,0.18156715891753042,0.17766166448155674,1.0600775107227483
