source_index,fire_id,발생일시,기상셀ID,기후권역,기후지형유형,addr_type,기후지형_번지유형,월_key,시간_key,산불위험계절,발생시간대구분,L1_NAME,L2_NAME,생활권프록시,원인프록시_500m,생활권접점_score,선행건조_score,강풍_score,강수부족_score,산지접근성_score
1937,F_009552,2021-02-03 10:00:00,YS_0040,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7267625576283137,0.5080468317137924,0.2495354108045624,0.05038898479256601,-0.46494858780035614
1938,F_009553,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.6530804359934869,1.4819052132721502,1.0002456444958807,0.12134471604793758,0.2973015456123832
1939,F_009554,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5712505881827684,-0.31186255609357943,-0.46189055055166195,0.0870932843617771,0.12876810552897006
1940,F_009555,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,입산활동 발화 후보,-0.3268615639355592,1.3418826792622445,0.6640962169397224,0.20136768626144932,-0.9773663803485699
1941,F_009556,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.9833070694956632,1.455562475197068,0.8000114408858877,0.09335136331915432,-0.3551500504685096
1943,F_009558,2021-02-03 11:00:00,YD_0017,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.8990294156079135,1.1429220382289036,0.15151529631974445,0.26312752686618773,-0.9880076265299598
1945,F_009560,2021-02-03 11:00:00,YD_0014,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.8094983497255881,1.1841004167138396,0.8242458391277943,0.19761578390422183,-0.5897888954284792
1946,F_009561,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.1581581096764995,1.4709088531257202,0.8588774579566832,0.15458656799646697,0.8185451759937153
1947,F_009562,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.4467531330946777,1.5020455930359018,0.87798500689111,0.16475157909402138,0.36369963775878256
1948,F_009563,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.9915802644994081,1.466252764408354,0.8859120728273276,0.16970626377308184,0.1945830991419507
1949,F_009564,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.9915802644994081,1.466252764408354,0.8859120728273276,0.16970626377308184,0.1945830991419507
1950,F_009565,2021-02-03 11:00:00,YS_0007,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,주거지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6756517607360913,0.3681019614351909,-0.46166405509995206,0.12718347099604457,-0.9608274223115648
1951,F_009566,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.29322813448382945,1.4807757532024364,0.9472138673138206,0.10290928212607596,0.8656691857905877
1952,F_009567,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),농업지역,과수원,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.051064018058784216,1.4060148163173554,0.8961684518102868,0.17440899982022895,-0.06527956325773503
1953,F_009568,2021-02-03 11:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.05534331285159765,1.4294114079459053,0.8671256951535677,0.17175182353239282,-0.7513223031259961
1954,F_009569,2021-02-03 11:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.4338858445765025,1.4130586130505995,0.8233011983659755,0.19492543227171835,-0.5477508066212883
1955,F_009570,2021-02-03 11:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.4338858445765025,1.4130586130505995,0.8233011983659755,0.19492543227171835,-0.5477508066212883
1956,F_009571,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6404365727418371,1.4587912592964178,0.9307940764720842,0.10527749452446637,0.782526612089162
1957,F_009572,2021-02-03 11:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.4814938205884436,1.4133124091422806,0.78450183668439,0.23382189471691753,-0.9561389499414137
1958,F_009573,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.5657697902117762,1.3659882304906477,0.828152050916389,0.20422290778479932,-0.2966828120743474
1959,F_009574,2021-02-03 11:00:00,YD_0017,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),농업지역,시설재배지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7287907013137983,1.1108903807307926,0.2655618108552461,0.19364560282493334,-0.9088960724077061
1963,F_009578,2021-02-03 11:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.747024516973484,1.4492007789449721,0.8557591983508025,0.20721305421673314,-0.7781601516423833
1964,F_009579,2021-02-03 12:00:00,YS_0002,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,12,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,공공시설지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.8777460996310898,0.6139592360763522,-0.4135070735563877,0.16348061501409317,-0.9550086587385084
1965,F_009580,2021-02-03 12:00:00,YS_0040,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,12,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.8274413089507439,0.4493506363216936,0.23259955079593195,0.08674932854495405,-0.4430296755310636
1966,F_009581,2021-02-03 14:00:00,YS_0042,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.308436175710808,0.5421302837612866,0.41210872445655117,0.0969826789174407,-0.22127077133246625
1967,F_009582,2021-02-03 16:00:00,YS_0007,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,16,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.4219062453499279,0.422657681162611,-0.08466464013346332,0.15213351939706832,-0.7000396834430541
1972,F_009587,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2625978694202909,1.3369326908355064,0.6603210481574218,0.18737108650040646,-0.5656041829794298
1973,F_009588,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.4515730439048847,1.351207254017374,0.6395006876854041,0.19777981769072442,-0.6758260104660361
1974,F_009589,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9733156187130539,1.3934279522218187,0.960440510635068,0.14781676744377983,-0.18307902741361556
1975,F_009590,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.933209175975007,1.3400834266610986,0.7182754091994084,0.15706191936251984,-0.575749275415634
1977,F_009592,2021-02-03 09:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,9,산불위험계절(11~5월),아침(6~9시),시가화건조지역,공공시설지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3502800770273825,-0.2488719892517297,-0.6219291220351383,0.016371292700761424,0.13852879275693897
1978,F_009593,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5098276570194588,-0.26824416749880126,-0.4308561613719166,0.08585584969582145,0.10074108824942367
1979,F_009594,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.1214336421775666,1.4112136416106036,0.798060810900229,0.1898124769694838,0.1949473683324413
1980,F_009595,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.6352532576338503,1.4157302036216826,0.6946195762747513,0.1762965431462723,-0.1671987743108352
1982,F_009597,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.9975947053337081,1.3571835035565476,0.7750887940946377,0.2028993970031069,0.0651160301915011
1983,F_009598,2021-02-03 10:00:00,YD_0012,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.20843350989575474,1.2509109426645426,0.2735936872423416,0.16828965863943607,-0.22519850409853248
1984,F_009599,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5616460694711399,-0.27726353929521175,-0.46309551578714303,0.06323217727922686,0.580283987485155
1986,F_009601,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.6352532576338503,1.4157302036216826,0.6946195762747513,0.1762965431462723,-0.1671987743108352
1987,F_009602,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.4812377733335715,-0.266821166336268,-0.423001820456039,0.04478699172931983,0.32062349441111687
1989,F_009604,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.039407671890700526,1.389472587098654,0.9187211943021932,0.17210394310346228,-0.040711171904665625
1990,F_009605,2021-02-03 10:00:00,YD_0014,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.901793787492731,1.1127071540062259,0.7550216675203977,0.2055573669422273,-0.46198653008918583
1991,F_009606,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9338383053121895,-0.33141490447598765,-0.44727091460285723,0.07367439171513716,0.3924025460421112
1993,F_009608,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,과수원,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5449079731416386,1.405280181399804,0.7394501472514705,0.1205755115518792,-0.4726328850979581
1994,F_009609,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.8656546695387517,-0.3080772488902196,-0.4344982838684611,0.06709434958844221,0.4733065893450005
1995,F_009610,2021-02-03 10:00:00,YD_0014,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.901793787492731,1.1127071540062259,0.7550216675203977,0.2055573669422273,-0.46198653008918583
1996,F_009611,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.2308529748294431,1.427598784086921,0.7207828242364945,0.1614239400182742,-0.08797445088317285
1998,F_009613,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.2688567051603644,1.3572944505161142,0.6771634580129536,0.18762976266986295,-0.7032365384239274
1999,F_009614,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.8366989398817868,1.4543477073353943,0.8936189148603402,0.15146580555465655,0.7616902660772891
2000,F_009615,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.21318349522837002,1.483832935592219,0.9872494045093073,0.1185590644358231,-0.05648726829083413
2001,F_009616,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.0636285769882434,-0.36937093183652425,-0.5418446580063813,0.11603685740181907,0.07511531653820759
2003,F_009618,2021-02-03 10:00:00,YD_0014,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.1586085342420578,1.1823994912987437,0.8569560327967994,0.15790820315849835,-0.5631809248527971
2004,F_009619,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,과수원,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5449079731416386,1.405280181399804,0.7394501472514705,0.1205755115518792,-0.4726328850979581
2007,F_009622,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,과수원,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5970036893142323,1.4063509845502324,0.7425830715177175,0.11878652040867858,-0.46375822556958357
2008,F_009623,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.458595015612197,1.3831129499189883,0.6659583124804237,0.18518544268311818,-0.8313735024427221
2009,F_009624,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.8603913670352761,1.3362582649881385,0.717524129640256,0.15916667693272124,-0.7172933450730617
2010,F_009625,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.07863340326953094,1.4184641563776184,0.9416656497105724,0.17177752242279548,-0.07664483703667394
2011,F_009626,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7175867083604229,-0.29055109260711176,-0.4468471459196396,0.07270062089523234,0.24769655952246877
2012,F_009627,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7346063249348962,1.3937027598926068,0.7519588273215658,0.13926472069942147,-0.06053966164351726
2013,F_009628,2021-02-03 10:00:00,YD_0014,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),습지,내륙습지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6060169105973271,1.2247237162142952,0.9069279375136022,0.11851475504795002,-0.07411664022977232
2014,F_009629,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7346063249348962,1.3937027598926068,0.7519588273215658,0.13926472069942147,-0.06053966164351726
2015,F_009630,2021-02-03 10:00:00,YD_0014,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.523148310496587,1.219160633394297,0.9046061373462235,0.14552723119899907,-0.36991743482778344
2016,F_009631,2021-02-03 10:00:00,YD_0014,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),습지,내륙습지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6060169105973271,1.2247237162142952,0.9069279375136022,0.11851475504795002,-0.07411664022977232
2017,F_009632,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.14227840595993688,1.375780815042852,0.6982628508577476,0.17518378410556834,-0.4481872749922666
2018,F_009633,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.0537526863369673,1.4067305854370418,0.7921329095405144,0.190079610340067,0.20128514929780256
2019,F_009634,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.122775524741244,1.3726657344242381,0.7087598435899108,0.1626542962332471,-0.18779673797550123
2020,F_009635,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3261636999898764,1.3912973418750432,0.6640139528800603,0.1568482205633211,-0.22452457775837775
2021,F_009636,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.5791171233977312,1.3769011054729416,0.6735297622216116,0.21036268831005833,-0.9066178360755058
2022,F_009637,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.2932951816500007,1.3819039859461972,0.7193812678113396,0.14554892209291717,-0.6232632954288102
2023,F_009638,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.0201107417325845,1.3989125596098322,0.9657205020666955,0.14071937184427913,-0.19229352697960922
2024,F_009639,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-1.0502031496048572,1.335769187226772,0.6010417903971417,0.20046685213218704,-0.5364754162808894
2025,F_009640,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7210344091001881,1.38739677776658,0.7325706620676878,0.12522986668995453,-0.46738757336710796
2026,F_009641,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.022020517706731,1.3902547228268862,0.7576414628246247,0.1238095911030173,-0.5057439281662329
2027,F_009642,2021-02-03 10:00:00,YS_0007,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.9044258014761482,0.42964096143590264,-0.43322862836914666,0.07423227640231485,-0.7948874124436359
2028,F_009643,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,비인접,입산활동 발화 후보,-2.3314297557969352,1.447166830019348,0.8541645547080456,0.21040168450296673,0.07260255222226714
2029,F_009644,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7210344091001881,1.38739677776658,0.7325706620676878,0.12522986668995453,-0.46738757336710796
2030,F_009645,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.15161198689278685,-0.16556735369683057,-0.394931099914249,0.03392361706508409,1.1221461403459612
2031,F_009646,2021-02-03 10:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.03562668627222539,1.3653408419692938,0.6817422669698495,0.15090913951630305,-0.6300251085254133
2032,F_009647,2021-02-03 10:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,10,산불위험계절(11~5월),한낮(10~13시),미분류,미분류,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6001047669597176,1.567032821183723,1.0176161942760196,0.1271933384116952,0.3577123295192008
2033,F_009648,2021-02-03 10:00:00,YD_0014,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.14922423862761275,1.0992245543471133,0.819221657110833,0.18889123893425092,-0.7315650200214335
2034,F_009649,2021-02-03 10:00:00,YS_0022,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6036218740063807,0.5636559991297954,-0.25070342414425256,0.1183107886798988,-0.12615312141652596
2035,F_009650,2021-02-03 10:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9774045747813465,-0.327232911330747,-0.45437230793886263,0.0744529138091922,-0.01890202964664429
2036,F_009651,2021-02-03 11:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.2065138323528679,1.3571899775629608,0.7987648827924,0.2058020476700545,-0.7893204629641059
2037,F_009652,2021-02-03 11:00:00,YD_0019,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-1.1581581096764995,1.4709088531257202,0.8588774579566832,0.15458656799646697,0.8185451759937153
2038,F_009653,2021-02-03 11:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,입산활동 발화 후보,0.5765677129374484,1.4211641188374995,0.8947492474813313,0.17530845132220135,-0.7129016780958849
